Wine,Grape sort,Year,Region,Country,Acetoine,Acetaldehyde,Methanol,1-propanol,Ethyl lactate,Isobutanol,1-butanol,2-butanol,2-methyl-1-butanol,3-methyl-1-butanol,2-methyl-1-propanol,1-pentanol,1-hexanol,"2,3-butanediol",2-phenylethanol,3-(Methylthio)-1-propanol,Hexyl acetate,Ethyl octanoate,Diethyl succinate,2-phenylethyl acetate,Diethyl malate,Ethyl decanoate,Isoamyl alcohol,Isoamyl acetate,1-heptanol,Ethyl acetate,Isopropyl acetate,Isobutyl acetate,Ethyl butyrate,Ethyl hexanoate,Ethyl isovalerate,Pentyl acetate,Phenyl acetate,Ethyl caprylate,alpha-TERPINEOL,Linalool ,Nerol,Citronellol,Geraniol,1-octanol,Hexanoic acid,Octanoic acid,Decanoic acid,Propanoic acid,butyric acid,2-methylpropanoic acid,2-methylbutyric acid,3-methylbutyric acid,Dodecanoic acid,DOI,Descriptors,Herbs and spices,Tobacco/Smoke,Wood,Berries,Citrus,Fruits,Nuts,Coffee,Chocolate/Cacao,Flowers
Musciarelli Trebbiano,Trebbiano,1998,, Italy,0,95,58,11,10.592,111,1.044,0,0,0,0,0,1.138,0,0,5.631,0.03,0.63,0.145,0,0,1.27,0,0,0,26,0,0.23,0,0.167,0,0,0,0,0,0,0,0,0,0,1.545,1.836,0.387,0,0,0,0,0,0,10.1021/jf9807317,exotic fruits and white flowers,0,0,0,0,0,1,0,0,0,1
Cantina Sangro Trebbiano,Trebbiano,1998,, Italy,0,95,57,182,14.561,45,1.423,0,0,0,0,0,1.227,0,0,0.962,0.037,0.62,0.185,0,0,1.296,0,0,0,29,0,0.233,0,0.365,0,0,0,0,0,0,0,0,0,0,3.028,4.464,1.153,0,0,0,0,0,0,10.1021/jf9807317,"delicate, fresh, white flowers, lemon and yellow plum",0,0,0,0,0,1,0,0,0,1
Il Poggio dei Vigneti ,Trebbiano,1998,, Italy,0,82,56,45,21.726,56,1.376,0,0,0,0,0,1.291,0,0,3.256,0.06,0.434,0.154,0,0,1.087,0,0,0,23,0,0.248,0,0.281,0,0,0,0,0,0,0,0,0,0,2.481,5.197,2.921,0,0,0,0,0,0,10.1021/jf9807317,pears and apples,0,0,0,0,0,1,0,0,0,0
MPH Amphora,Trebbiano,1998,, Italy,0,104,59,20,36.602,73,0.421,0,0,0,0,0,1.235,0,0,2.682,0.061,0.472,0.443,0,0,1.186,0,0,0,16,0,0.255,0,0.247,0,0,0,0,0,0,0,0,0,0,2.501,4.788,2.862,0,0,0,0,0,0,10.1021/jf9807317,"ripe pear, citrus fruits, yeast and spices",1,0,0,0,0,1,0,0,0,0
Majolica,Trebbiano,1998,, Italy,0,68,59,16,34.19,47,0.923,0,0,0,0,0,1.314,0,0,4.582,0,0.344,0.414,0,0,3.481,0,0,0,11,0,2.399,0,0.201,0,0,0,0,0,0,0,0,0,0,3.408,3.843,2.498,0,0,0,0,0,0,10.1021/jf9807317,"fruity, white flowers, spices",1,0,0,0,0,1,0,0,0,1
Bakan,Trebbiano,1998,, Italy,0,44,55,13,36.253,72,0.346,0,0,0,0,0,1.18,0,0,4.628,0,0.369,0.566,0,0,2.357,0,0,0,11,0,0.275,0,0.25,0,0,0,0,0,0,0,0,0,0,3.381,3.704,1.485,0,0,0,0,0,0,10.1021/jf9807317,"Intense, floral and fruity",0,0,0,0,0,1,0,0,0,1
Arneto,Trebbiano,1998,, Italy,0,60,59,13,33.857,45,0.44,0,0,0,0,0,1.171,0,0,4.246,0.023,0.367,0.568,0,0,1.479,0,0,0,9,0,0.207,0,0.174,0,0,0,0,0,0,0,0,0,0,2.086,3.078,1.506,0,0,0,0,0,0,10.1021/jf9807317,"citrus fruits, yellow peach, pineapple, yellow flowers and flint",0,0,0,0,1,1,0,0,0,1
Moser XV,Riesling,2016, Gansu Province, China,0,0,0,0,0,0.091,0.01,0,0,0,0,5.558,1.117,0.042,0,0,0,0.768,0.653,0,0,0.758,0,0.353,0.053,3.453,0,0.001,0.027,1.356,0,0,0,0,0.049,0,0,0.378,0,0.052,0.617,1.091,0.596,0,0,0,0,0,0,10.3390/molecules25112657,"pineapple, fruity, balsamic, apple, floral, banana, green apple, ripe fruits, pear, sweety, pleasant fruity, cheese, honey, oily, fatty, coconut fruity, mild waxy, soapy, bitter almond, herbaceous, woody, plant, aromatic, mushroom, jasmine, lemon, rose,  dry, laurel oil, lychee, citric, geranium, clove, curry",1,0,1,0,1,1,1,0,0,1
Changyu,Riesling,2016, Gansu Province, China,0,0,0,0,0,0.109,0.011,0,0,0,0,5.98,1.081,0,0,0,0,1.706,0.726,0,0.028,1.249,0,0.463,0,4.465,0,0.002,0.042,2.142,0,0,0,0,0.045,0.489,0,0.372,0,0.047,0.598,1.06,0.506,0,0,0,0,0,0,10.3390/molecules25112657,"citrus and tropical fruits, white flowers and minerals",0,0,0,0,1,1,0,0,0,1
Noble Dragon,Riesling,2016, Gansu Province, China,0,0,0,0,0,0.104,0.009,0,0,0,0,5.778,1.064,0.046,0,0,0,1.79,0.717,0,0.026,1.023,0,0.449,0.064,4.052,0,0.001,0.046,2.158,0,0,0,0,0.045,0.402,0,0.387,0,0.05,0.64,1.122,0.745,0,0,0,0,0,0,10.3390/molecules25112657,"citrus fruits, floral, melon and peach",0,0,0,0,1,1,0,0,0,1
Kanaan Winery Ningxia Riesling,Riesling,2016, Gansu Province, China,0,0,0,0,0,0.084,0.01,0,0,0,0,4.91,0.819,0,0,0,0,0.574,0.695,0,0.024,0.27,0,0.33,0.058,3.141,0,0,0.034,0.568,0,0,0,0,0.045,0.477,0,0.147,0,0.045,0.591,0.797,0.109,0,0,0,0,0,0,10.3390/molecules25112657,"grapefruit, green apple and lime blossom",0,0,0,0,1,1,0,0,0,0
Sexy Beast,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0.00286,0,0,0,0,0,3.971,0,159.198,0,0.0197,0.802,0,0.187,0,0,0,0,0,28.479,0,0,0,1.024,0,0,0,0,0,0.00169,0,0.00485,0,0.049,7.776,3.171,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"multi-faceted, with notes of non-Cassis cream, Black Forest cake, menthol and cigar box",0,1,0,0,0,0,0,0,1,0
Enchanted Tree,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0.0042,0,0,0,0,0,2.828,0,139.82,0,0.0142,0.802,0,0.158,0,0,0,0,0,26.378,0,0,0,0.853,0,0,0,0,0,0.00188,0,0.00414,0,0.0457,6.822,3.063,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"red fruits, mint, cloves, vanilla, lavender and fine woods",1,1,0,0,0,1,0,0,0,1
Jackaman's,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0.0055,0,0,0,0,0,4.19,0,135.998,0,0.0305,0.723,0,0.192,0,0,0,0,0,39.938,0,0,0,1.061,0,0,0,0,0,0.00177,0,0.00335,0,0.0365,6.242,1.008,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"ripe black fruits, hot spices, olives and chocolate, oak and menthol",1,0,1,0,0,1,0,0,1,0
White Label,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0.00819,0,0,0,0,0,2.463,0,91.055,0,0.0116,0.489,0,0.119,0,0,0,0,0,49.026,0,0,0,0.59,0,0,0,0,0,0.00151,0,0.00327,0,0.0302,4.725,0.719,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"ripe red fruits, black pepper and spices",1,0,0,0,0,1,0,0,0,0
Jinda-Lee,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0.00611,0,0,0,0,0,2.778,0,0,0,0,0.713,0,0,0,0,0,0,0,0,0,0,0,0.984,0,0,0,0,0,0.00224,0,0,0,0,6.955,1.691,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"fruity aroma, apricot, lime and orange, sweet spices",1,0,0,0,1,1,0,0,0,0
Treasures,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0.00583,0,0,0,0,0,2.848,0,0,0,0,0.941,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0.00191,0,0,0,0,6.543,1.245,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"blackcurrant, spices and wood",1,0,1,1,0,0,0,0,0,0
Waltzing Matilda,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0.00694,0,0,0,0,0,2.728,0,0,0,0,0.731,0,0,0,0,0,0,0,0,0,0,0,1.086,0,0,0,0,0,0.00193,0,0,0,0,6.16,0.918,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"blackberries, black currants, cherries, spices and vanilla",1,0,0,1,0,0,0,0,0,0
His Only Pair,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.33,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.018,0,0,0,0,0,0,0,0,0,0,6.38,1.676,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"dark fruits, mulberries, cherries, vanilla, spices and spices",1,0,0,1,0,1,0,0,0,0
Blocks Road,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.48,0,0,0,1.483,0,0,0,0,0,0,0,0,0,0,1.099,0,0,0,0,0,0,0,0,0,0,5.475,0.839,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"blackberries, raspberries, cherries, spices, balsamic and black pepper",1,0,0,1,0,0,0,0,0,0
Killerman's Run,Cabernet Sauvignon,2015,McLaren Vale, Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.899,0,0,0,0.731,0,0,0,0,0,0,0,0,0,0,0.651,0,0,0,0,0,0,0,0,0,0,4.593,0.929,0,0,0,0,0,0,0,10.1016/j.foodchem.2018.03.118,"black berries, blueberries, creme de Cassis, mint, chocolate and dried Mediterranean herbs",1,0,0,1,0,0,0,0,0,0
Daginestra,Aglianico,2017, Campania, Italy,0.00033,0.00075,0.01052,8.00E-05,0,0.01102,0,0,0.5243,0.09299,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0.00554,0,0.04898,0,0.00017,0.00031,0.00171,5.00E-05,0,0,0,0,0.00827,0,0.00486,0.00325,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"ripe red fruits, herbs, spices, resinous minerals, blackberry puree, black licorice, olives, herbs and iron",1,0,0,1,0,1,0,0,0,0
Damaschito,Aglianico,2017, Campania, Italy,0.00171,0.00873,0.07799,0.00616,0,0.04164,0,0,0.02284,0.02423,0,0,0,0,0,0,4.00E-05,0,0,0,0,0,0,0.03652,0,0.018314,0,0.00772,0.00621,0.00134,7.00E-05,0,0,0,0,0.00835,0,0.00514,0.00386,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"mineral, smoke and cherry, floral and black pepper, undergrowth",1,1,1,1,0,0,0,0,0,0
D'Angelo Aglianico,Aglianico,2017, Campania, Italy,0.0019,0.00467,0.02631,0.00391,0,0.02671,0,0,0.01912,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01736,0,0.17032,0,0.00557,0.00405,0.00043,0.0001,0,0,0,0,0.00898,0,0.00541,0.0041,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"herbs and spices, dried cherries and strawberries, black raspberries, pomegranate, violets and freshly dug earth",1,0,0,1,0,1,0,0,0,1
Bocca di Lupo,Aglianico,2017, Campania, Italy,0.00087,0.00682,0.03059,0.01154,0,0.08405,0,0,0.085,0.1234,0,0,0,0,0,0,5.00E-05,0,0,0,0,0,0,0.01727,0,0.14428,0,0.00326,0.00337,0.00084,0.00017,0,0,0,0,0.01114,0,0.00574,0.00463,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"ripe fruits and berries (Morello cherries, blueberries and plums), sweet and spicy hints of cocoa and pepper and fresh balsamic",1,0,0,1,0,1,0,0,1,0
Sacravite,Aglianico,2017, Campania, Italy,0.003458,0.005436,0.08002,0.006209,0,0.044405,0,0,0.032616,0.02689,0,0,0,0,0,0,5.20E-05,0,0,0,0,0,0,0.018574,0,0.220975,0,0.002594,0.003432,0.00072,0.000157,0,0,0,0,0.00765,0,0.00426,0.0473,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"lavender, rose and herbs, prune, cherry, boysenberry and cranberry, graphite and cedar",1,0,1,1,0,0,0,0,0,1
Villa Raiano Fiano,Fiano,2017, Campania, Italy,0.00018,0.00229,0.0136,6.00E-05,0,0.00162,0,0,0.02819,0.03221,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.00143,0,0.00338,0,3.00E-05,0.00013,0.00067,1.00E-05,0,0,0,0,0.01737,0,0.00796,0.00526,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"Delicate, white peach, citrus fruits, sage, mint and white chocolate",1,0,0,1,1,0,0,0,1,0
L'Uetta,Fiano,2017, Campania, Italy,0.0007,0.00688,0.02788,0.00342,0,0.01018,0,0,0.01451,0.00159,0,0,0,0,0,0,3.00E-05,0,0,0,0,0,0,0.06034,0,0.1793,0,0.02019,0.01317,0.00094,4.00E-05,0,0,0,0,0.02112,0,0.01112,0.00547,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"oriental fruits, winter melon, citrus fruits, white flowers and salty",0,0,0,0,1,1,0,0,0,1
Fonzone Fiano,Fiano,2017, Campania, Italy,0.00083,0.00463,0.02569,0.00108,0,0.00214,0,0,0.00036,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02234,0,0.1818,0,0.00927,0.00748,0.00022,9.00E-05,0,0,0,0,0.03488,0,0.01734,0.00613,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"pulp of yellow fruits, minerals, white flowers and almonds",0,0,0,0,0,1,1,0,0,1
Exultet,Fiano,2017, Campania, Italy,0.00243,0.00781,0.02062,0.00884,0,0.03938,0,0,0.07458,0.1071,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0.08113,0,0.2367,0,0.00774,0.00937,0.00829,7.00E-05,0,0,0,0,0.05349,0,0.02287,0.00772,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"ripe peach, honey, sage and hazelnuts",0,0,0,0,0,1,1,0,0,1
Domino,Fiano,2017, Campania, Italy,0.002679,0.008609,0.022729,0.009744,0,0.043409,0,0,0.08221,0.118056,0,0,0,0,0,0,0.001179,0,0,0,0,0,0,0.08943,0,0.260914,0,0.008532,0.010329,0.009138,7.70E-05,0,0,0,0,0.0057,0,0.00317,0.00352,0,0,0,0,0,0,0,0,0,0,10.1007/s11274-011-0943-8,"tropical and white fruits, citrus-floral",0,0,0,0,1,1,0,0,0,1
Trossos,Carignan,2014,Catalonia, Spain,7.9,9.9,0,0,36.14,30.1,0.48,0,0,0,0,0,0.55,0,26.4,0,0,0.08,0.23,42.3,0,0,143,0.37,0,15.4,0,9.7,0.05,0.19,6.3,0,0,0,0.00689,0.0205,0,8.65,0.0563,0,1.04,1.54,0.61,0,0.27,0,0,0,0,10.1016/j.foodchem.2018.02.153,"intense, concentrated, with juicy notes of red fruits, blackberries, leather, violets, licorice and ink",1,0,0,1,0,1,0,0,0,1
Gratallops,Carignan,2014,Catalonia, Spain,12.7,12.9,0,0,3.56,27.2,0.65,0,0,0,0,0,0.69,0,25.6,0,0,0.07,0.34,20.6,0,0,144,0.22,0,19,0,7.1,0.05,0.23,75.1,0,0,0,0.00601,0.0179,0,8.67,0.0517,0,0.99,1.18,0.58,0,0.24,0,0,0,0,10.1016/j.foodchem.2018.02.153,"herbs, ripe fruits and white pepper",1,0,0,0,0,1,0,0,0,0
S´Amfora d’Olim Mar,Carignan,2014,Catalonia, Spain,19,9.7,0,0,2.94,25.6,0.53,0,0,0,0,0,0.66,0,19.1,0,0,0,0.2,30.3,0,0,118,0.37,0,17.4,0,10.9,0.07,0.2,84,0,0,0,0.00605,0.0188,0,6.94,0.0447,0,0.89,1.25,0.4,0,0.26,0,0,0,0,10.1016/j.foodchem.2018.02.153,berries and licorice,1,0,0,1,0,0,0,0,0,0
Vinos del Viento,Carignan,2014,Catalonia, Spain,6.3,6.9,0,0,3.25,30.8,0.58,0,0,0,0,0,0.49,0,26.2,0,0,0,0.15,57.7,0,0,138,0.54,0,18.8,0,15.4,0.08,0.2,47,0,0,0,0.00842,0.0199,0,7.79,0.0502,0,1.13,1.36,0.49,0,0.32,0,0,0,0,10.1016/j.foodchem.2018.02.153,"Red fruit, Menthol, Coffee, Smoke",1,1,0,0,0,1,0,1,0,0
1902 Centenary Carignan,Carignan,2016,Catalonia, Spain,3.3,4.3,0,0,3.81,12.5,0.73,0,0,0,0,0,0.34,0,31.1,0,0.022,0.24,0.22,135.6,0,0,146,1.01,0,37.8,0,12.9,0.15,0.25,4.54,0,0,0,0.00284,0.0154,0,5.35,0.0056,0,1.81,4.27,0.49,0,0.43,0,0,0,0,10.1016/j.foodchem.2018.02.153,"floral notes, wet graphite and slate, bark and earth, aromatic herbs",1,0,1,0,0,0,0,0,0,1
Anayon Parcela 15,Carignan,2016,Catalonia, Spain,6.2,6.8,0,0,3.9,10.4,0.8,0,0,0,0,0,0.3,0,26.5,0,0.021,0.16,0.24,146.8,0,0,123,0.91,0,40.7,0,11.1,0.15,0.21,21.7,0,0,0,0.00302,0.0145,0,4.28,0.0084,0,1.87,4.75,0.46,0,0.44,0,0,0,0,10.1016/j.foodchem.2018.02.153,"Fruit, Ripe fruit, Spicy, Balsamic, Mineral",1,0,0,0,0,1,0,0,0,0
La Bella Ancestral,Moravia Agria,2020,La Mancha, Spain,0,5.36875,92.366,18.452,14.6691,47.225,0,0,53.639,163.663,0,0.01346,1.26101,0.00413,0,0,0.00398,0.27096,2.51674,0.15047,0.41769,0.0437,0,0.52164,0.03017,34.15301,0,0,0,0.26362,0,0,0,0,0.0123,0.02652,0,0.00501,0.02381,0,1.38198,2.38547,0,0.00295,1.438,0,0,0,0,10.1016/j.foodchem.2012.02.194,"ripe, red fruits and berries, mineral",0,0,0,1,0,1,0,0,0,0
Finca el Molar,Moravia Agria,2020,La Mancha, Spain,0,5.48212,90.367,19.225,14.72332,48.959,0,0,55.994,169.774,0,0.01469,1.24137,0.00678,0,0,0.00359,0.29714,2.51954,0.11706,0.4227,0.07027,0,0.54638,0.03329,35.21587,0,0,0,0.29941,0,0,0,0,0.01121,0.02542,0,0.00502,0.02424,0,1.40171,2.39717,0,0.00213,1.437,0,0,0,0,10.1016/j.foodchem.2012.02.194,red wild berries,0,0,0,1,0,1,0,0,0,0
La Bella Ancestral,Moravia Agria,2020,La Mancha, Spain,0,5.39806,91.647,18.499,14.23915,48.713,0,0,55.874,169.32,0,0.00708,1.22112,0.00874,0,0,0.00309,0.30507,2.56117,0.12847,0.42424,0.07726,0,0.45306,0.03191,35.10011,0,0,0,0.30917,0,0,0,0,0.00965,0.02462,0,0.00451,0.02151,0,1.39694,2.36716,0,0.00314,1.569,0,0,0,0,10.1016/j.foodchem.2012.02.194,,0,0,0,1,0,1,0,0,0,0
La Bella Ancestral,Moravia Agria,2020,La Mancha, Spain,0,5.31684,91.874,18.931,15.949,47.589,0,0,54.003,165.007,0,0.01248,1.19417,0.00716,0,0,0.0027,0.25647,3.20574,0.1441,0.43469,0.04578,0,0.30911,0.02965,33.9886,0,0,0,0.25217,0,0,0,0,0.00731,0.02621,0,0.00546,0.02291,0,1.32036,2.41184,0,0.00305,1.497,0,0,0,0,10.1016/j.foodchem.2012.02.194,,0,0,0,1,0,1,0,0,0,0
La Bella Ancestral,Moravia Agria,2020,La Mancha, Spain,0,5.51732,92.37,18.102,15.89769,47.942,0,0,53.974,164.713,0,0.00682,1.24668,0.00789,0,0,0.0033,0.23517,3.0481,0.12466,0.42771,0.04666,0,0.42133,0.03283,34.1692,0,0,0,0.26571,0,0,0,0,0.00689,0.02561,0,0.00529,0.02442,0,1.40774,2.37397,0,0.003,1.544,0,0,0,0,10.1016/j.foodchem.2012.02.194,,0,0,0,1,0,1,0,0,0,0
La Bella Ancestral,Moravia Agria,2020,La Mancha, Spain,0,5.27515,91.577,19.403,14.51741,47.021,0,0,54.317,165.325,0,0.01186,1.28427,0.00772,0,0,0.00396,0.25431,2.60663,0.10914,0.382,0.03736,0,0.43333,0.02946,34.22101,0,0,0,0.25174,0,0,0,0,0.01271,0.02593,0,0.00251,0.0206,0,1.37099,2.25867,0,0.00271,1.417,0,0,0,0,10.1016/j.foodchem.2012.02.194,,0,0,0,1,0,1,0,0,0,0
La Bella Ancestral,Moravia Agria,2020,La Mancha, Spain,0,5.32214,92.458,19.057,14.65564,47.7,0,0,54.077,164.4,0,0.00487,1.11708,0.00472,0,0,0.00343,0.26847,2.41329,0.10304,0.40869,0.03667,0,0,0.03207,34.04166,0,0,0,0.24417,0,0,0,0,0.01127,0.02582,0,0.0025,0.02004,0,1.37775,2.35781,0,0.00283,1.512,0,0,0,0,10.1016/j.foodchem.2012.02.194,,0,0,0,1,0,1,0,0,0,0
 Langhe,Arneis,2011,Piedmont, Italy,18.3,0,0,0,97,64,0,0,0,0,0,0,1.06,0,67,0,0.18,0.21,6.7,0.12,0,0.22,468,1.27,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,1.12,1.27,1.08,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,"tropical fruits, apple and pear, bitter, almond",0,0,0,1,0,1,1,0,0,0
Cordero di Montezemolo Arneis,Arneis,2011,Piedmont, Italy,14.9,0,0,0,77,16,0,0,0,0,0,0,0.31,0,74,0,0.13,0.08,5,0.06,0,0.14,126,0.86,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,1.02,1.05,0.9,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,"peach, acacia flowers, hazelnuts and yellow flowers",0,0,0,0,0,1,1,0,0,1
Prunotto Arneis,Arneis,2011,Piedmont, Italy,23.1,0,0,0,100,26,0,0,0,0,0,0,0.39,0,107,0,0.17,0.17,6.7,0.07,0,0.18,164,0.94,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.31,1.4,1.57,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,flowers and ripe white fruits,0,0,0,0,0,1,0,0,0,1
Diego Morra Pelaverga,Pelaverga,2011,Piedmont, Italy,3,0,0,0,12,36,0,0,0,0,0,0,0.5,0,42,0,0.19,0.44,0.8,0.21,0,0.44,319,2.5,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,2.1,4.21,3.67,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,"spicy, warm, pepper tones, juicy, fruity, cherry, raspberry, currant, lemon zest and white pepper",1,0,0,1,1,1,0,0,0,0
Bel Colle Verduno Pelaverga,Pelaverga,2011,Piedmont, Italy,4.4,0,0,0,10,10,0,0,0,0,0,0,0.17,0,42,0,0.1,0.24,0.6,0.08,0,0.15,105,0.37,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,1.9,3.75,1.17,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,fruity aroma with cherry and spicy notes,1,0,0,1,0,1,0,0,0,0
G. B. Burlotto,Pelaverga,2011,Piedmont, Italy,3.5,0,0,0,12,14,0,0,0,0,0,0,0.21,0,57,0,0.16,0.34,0.7,0.08,0,0.2,122,2.12,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,2.3,4.62,3.53,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,"red fruits, spicy peppers",1,0,0,0,0,1,0,0,0,0
Monleale,Barbera,2011,Piedmont, Italy,32.8,0,0,0,54,73,0,0,0,0,0,0,0.73,0,96,0,0.07,0.16,3.6,0.18,0,0.29,457,1.11,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,1,1.24,0.41,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,"red berries and fruits, spices, undergrowth, leather and herbs, fruit-woody",1,0,1,1,0,1,0,0,0,0
Mastro Binelli Barbera,Barbera,2011,Piedmont, Italy,32,0,0,0,42,18,0,0,0,0,0,0,0.22,0,96,0,0.09,0.03,2.6,0.09,0,0.15,137,0.22,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.9,1.05,0.38,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,woody notes and hints of ripe wild berries,0,0,1,1,0,0,0,0,0,0
La Smilla Barbera,Barbera,2011,Piedmont, Italy,36.6,0,0,0,52,23,0,0,0,0,0,0,0.22,0,124,0,0.12,0.08,3.4,0.1,0,0.25,143,0.88,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,1.1,1.34,0.6,0,0,0,0,0,0,10.1016/j.foodchem.2016.10.046,"lingonberries, tobacco, sweet spices, cherries, plums, undergrowth and cocoa",1,1,1,1,0,0,0,0,1,0
Plantagenet,syrah,2007,Creek, Australia,0,49.326,0,0,0,0,0,0,73.153,190.722,0,0,0.31,0,71.879,0,0.026,0.525,0,0.102,0,0,0,0,0,58.44,0,0,0,0.541,0,0,0,0,0,0,0,0,0,0,2.007,0.834,0,0,0,0,0,0,0,10.1021/jf1027137,"cherries, vanilla, blackberries and chocolate, spices, minerals, tobacco leaf",1,1,0,1,0,0,0,0,1,0
Max's Garden Heathcote Shiraz,syrah,2007,Creek, Australia,0,36.148,0,0,0,0,0,0,72.42,174.772,0,0,0.329,0,48.244,0,0.087,0.661,0,0.107,0,0,0,0,0,88.813,0,0,0,0.679,0,0,0,0,0,0,0,0,0,0,2.124,1.489,0,0,0,0,0,0,0,10.1021/jf1027137,"raspberry, blackberry and cherry menthol, pepper, graphite and mineral",1,0,0,1,0,0,0,0,0,0
Gnarly Dudes,syrah,2007,Creek, Australia,0,37.289,0,0,0,0,0,0,54.195,155.715,0,0,0.298,0,32.002,0,0.152,0.795,0,0.167,0,0,0,0,0,99.217,0,0,0,0.643,0,0,0,0,0,0,0,0,0,0,2.409,1.709,0,0,0,0,0,0,0,10.1021/jf1027137,"red berries, blueberries and currants, spices, meat and cedar",1,0,1,1,0,0,0,0,0,0
Angel's Share,syrah,2007,Creek, Australia,0,52.953,0,0,0,0,0,0,77.041,195.728,0,0,0.396,0,403.885,0,0.015,0.501,0,0.155,0,0,0,0,0,50.591,0,0,0,0.413,0,0,0,0,0,0,0,0,0,0,1.379,0.848,0,0,0,0,0,0,0,10.1021/jf1027137,"plum, scorched earth, licorice, mint, chocolate and mocha",1,0,0,0,0,1,0,1,1,0
Samantha's Garden,syrah,2007,Creek, Australia,0,57.657,0,0,0,0,0,0,57.986,128.814,0,0,0.41,0,242.289,0,0.037,0.32,0,0.287,0,0,0,0,0,36.726,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0,1.082,0.573,0,0,0,0,0,0,0,10.1021/jf1027137,"blueberries, violets, wet earth, spices, oak, mint and chocolate",1,0,1,1,0,0,0,0,1,1
Bella's Garden,syrah,2007,Creek, Australia,0,69.841,0,0,0,0,0,0,36.4,83.575,0,0,0.401,0,110.87,0,0.054,0.173,0,0.22,0,0,0,0,0,37.666,0,0,0,0.193,0,0,0,0,0,0,0,0,0,0,0.418,0.253,0,0,0,0,0,0,0,10.1021/jf1027137,"red fruits, cinnamon, licorice and earth, cedar and chocolate",1,0,0,0,1,1,0,0,1,0
